item_id,order_id,product_id,quantity,unit_price,discount_percent
OI001330,O000972,P0390,2,538.22,5
OI001331,O000090,P0066,2,424.03,10
OI001332,O000712,P0459,3,454.0,0
OI001333,O000894,P0035,4,424.81,0
OI001334,O000342,P0307,3,699.74,5
OI001335,O000594,P0024,5,70.19,5
OI001336,O000815,P0254,5,871.55,0
OI001337,O000339,P0225,5,390.31,20
OI001338,O000821,P0311,3,214.86,0
OI001339,O000328,P0293,2,596.19,0
OI001340,O000933,P0258,5,266.25,5
OI001341,O000607,P0363,3,556.63,5
OI001342,O000459,P0024,5,245.83,0
OI001343,O000304,P0483,3,927.98,10
OI001344,O000106,P0329,2,989.64,5
OI001345,O000238,P0001,3,636.36,10
OI001346,O000665,P0043,5,271.4,5
OI001347,O000837,P0460,5,301.95,0
OI001348,O000022,P0422,3,227.09,10
OI001349,O000362,P0132,1,542.01,0
OI001350,O000783,P0485,3,871.33,5
OI001351,O000906,P0113,3,276.11,20
OI001352,O000319,P0229,2,732.51,20
OI001353,O000755,P0076,4,102.75,5
OI001354,O000941,P0095,2,196.97,20
OI001355,O000370,P0332,3,30.84,5
OI001356,O000364,P0419,4,690.49,5
OI001357,O000143,P0074,1,432.13,20
OI001358,O000825,P0052,5,145.92,0
OI001359,O000205,P0194,4,30.51,0
OI001360,O000090,P0068,2,772.42,10
OI001361,O000293,P0481,5,23.36,0
OI001362,O000218,P0278,3,854.19,0
OI001363,O000415,P0072,4,762.08,20
OI001364,O000335,P0158,3,484.12,5
OI001365,O000115,P0279,3,631.21,0
OI001366,O000044,P0423,1,111.79,10
OI001367,O000211,P0262,4,150.42,5
OI001368,O000050,P0117,4,391.53,10
OI001369,O000588,P0116,4,689.9,0
OI001370,O000556,P0087,1,232.28,10
OI001371,O000732,P0040,5,340.39,10
OI001372,O000174,P0459,1,608.46,5
OI001373,O000878,P0272,3,603.62,20
OI001374,O000308,P0458,3,628.51,10
OI001375,O000714,P0449,1,278.38,20
OI001376,O000756,P0478,3,812.61,0
OI001377,O000005,P0442,2,780.01,5
OI001378,O000656,P0076,4,452.23,20
OI001379,O000138,P0058,5,433.18,10
OI001380,O000297,P0047,3,994.82,5
OI001381,O000789,P0181,3,499.26,20
OI001382,O000848,P0309,3,146.84,5
OI001383,O000785,P0215,5,502.13,20
OI001384,O000472,P0197,1,585.15,20
OI001385,O000450,P0360,1,242.84,0
OI001386,O000417,P0436,1,368.77,20
OI001387,O000274,P0472,1,68.98,10
OI001388,O000740,P0435,2,301.75,5
OI001389,O000863,P0125,2,829.54,0
OI001390,O000283,P0061,2,383.69,0
OI001391,O000870,P0191,1,704.39,0
OI001392,O000977,P0429,5,871.77,0
OI001393,O000301,P0188,2,88.2,0
OI001394,O000026,P0292,4,158.22,5
OI001395,O000963,P0381,2,750.63,10
OI001396,O000963,P0211,3,449.53,0
OI001397,O000588,P0057,2,69.4,0
OI001398,O000356,P0258,2,20.76,20
OI001399,O000931,P0284,3,919.96,10
OI001400,O000466,P0217,2,279.11,0
OI001401,O000774,P0487,2,745.7,20
OI001402,O000115,P0113,4,191.86,0
OI001403,O000960,P0245,3,656.17,20
OI001404,O000780,P0085,1,805.31,20
OI001405,O000399,P0139,1,113.36,10
OI001406,O000688,P0015,2,289.38,0
OI001407,O000134,P0109,5,20.87,10
OI001408,O000385,P0283,2,642.01,0
OI001409,O000493,P0138,1,976.9,0
OI001410,O000991,P0024,1,321.43,10
OI001411,O000018,P0183,3,959.15,5
OI001412,O000645,P0385,4,728.43,5
OI001413,O000200,P0170,4,897.55,0
OI001414,O000735,P0414,2,33.45,20
OI001415,O000977,P0301,1,297.22,5
OI001416,O000949,P0041,1,953.29,5
OI001417,O000442,P0414,2,771.14,5
OI001418,O000349,P0265,5,654.88,10
OI001419,O000917,P0403,2,345.63,10
OI001420,O000883,P0021,4,246.72,0
OI001421,O000313,P0291,4,106.43,0
OI001422,O000293,P0393,3,551.66,0
OI001423,O000340,P0049,4,320.58,10
OI001424,O000331,P0035,3,580.75,10
OI001425,O000183,P0037,2,713.55,20
OI001426,O000529,P0243,3,765.51,20
OI001427,O000288,P0482,1,971.96,20
OI001428,O000082,P0187,3,406.93,5
OI001429,O000903,P0188,5,846.39,10
OI001430,O000766,P0043,4,510.88,10
OI001431,O000088,P0318,1,743.63,5
OI001432,O000017,P0080,1,297.75,5
OI001433,O000818,P0438,1,230.82,20
OI001434,O000192,P0179,4,473.8,20
OI001435,O000224,P0044,2,734.46,20
OI001436,O000888,P0103,4,335.43,10
OI001437,O000702,P0310,4,220.51,20
OI001438,O000235,P0143,4,47.9,5
OI001439,O000963,P0075,2,326.98,0
OI001440,O000779,P0032,3,791.66,20
OI001441,O000438,P0028,2,869.34,20
OI001442,O000553,P0130,2,92.76,0
OI001443,O000561,P0208,1,305.35,20
OI001444,O000860,P0269,2,672.95,10
OI001445,O000377,P0426,1,101.52,20
OI001446,O000701,P0494,3,172.89,10
OI001447,O000859,P0247,4,540.15,5
OI001448,O000895,P0182,5,395.25,0
OI001449,O000407,P0040,5,620.35,10
OI001450,O000649,P0008,2,897.54,5
OI001451,O000940,P0443,3,122.47,20
OI001452,O000539,P0267,1,988.36,5
OI001453,O000921,P0328,5,106.47,5
OI001454,O000385,P0216,5,776.64,20
OI001455,O000443,P0179,2,952.85,0
OI001456,O000759,P0417,3,26.03,10
OI001457,O000735,P0420,1,702.32,20
OI001458,O000848,P0211,3,358.69,20
OI001459,O000688,P0059,2,464.24,10
OI001460,O000363,P0284,5,171.03,20
OI001461,O000782,P0146,4,637.77,0
OI001462,O000180,P0413,1,98.74,0
OI001463,O000843,P0054,4,752.44,0
OI001464,O000910,P0258,5,807.81,10
OI001465,O000862,P0109,2,779.11,20
OI001466,O000235,P0101,4,951.05,10
OI001467,O000951,P0212,4,17.53,10
OI001468,O000459,P0260,3,274.93,10
OI001469,O000630,P0430,4,676.57,0
OI001470,O000850,P0017,1,35.98,10
OI001471,O000651,P0172,2,959.57,20
OI001472,O000496,P0285,4,200.73,20
OI001473,O000106,P0411,5,434.81,20
OI001474,O000356,P0207,3,522.1,20
OI001475,O000474,P0051,2,509.21,20
OI001476,O000533,P0429,5,167.46,10
OI001477,O000418,P0048,1,35.38,0
OI001478,O000314,P0015,5,710.5,0
OI001479,O000784,P0013,2,983.58,10
OI001480,O000383,P0123,2,303.95,5
OI001481,O000775,P0395,3,662.67,10
OI001482,O000170,P0479,2,631.16,0
OI001483,O000228,P0236,5,131.46,5
OI001484,O000579,P0135,2,101.85,20
OI001485,O000741,P0468,2,396.89,20
OI001486,O000045,P0212,1,491.65,0
OI001487,O000431,P0352,4,381.5,10
OI001488,O000924,P0414,2,188.01,0
OI001489,O000366,P0338,5,634.9,0
OI001490,O000241,P0500,3,993.8,20
OI001491,O000011,P0082,5,744.28,0
OI001492,O000395,P0311,1,540.59,5
OI001493,O000443,P0444,3,123.64,5
OI001494,O000061,P0168,2,227.56,5
OI001495,O000549,P0141,4,207.25,0
OI001496,O000714,P0363,5,655.41,20
OI001497,O000617,P0224,5,946.88,5
OI001498,O000513,P0089,2,690.19,10
OI001499,O000805,P0053,5,795.22,10
OI001500,O000340,P0407,2,954.22,20
OI001501,O000888,P0453,4,429.5,10
OI001502,O000653,P0319,1,611.22,20
OI001503,O000410,P0291,3,380.22,0
OI001504,O000921,P0086,1,958.52,10
OI001505,O000840,P0151,5,828.42,10
OI001506,O000816,P0016,1,188.11,10
OI001507,O000880,P0405,2,364.17,0
OI001508,O000441,P0337,3,378.24,10
OI001509,O000251,P0005,3,691.41,10
OI001510,O000438,P0239,5,797.29,5
OI001511,O000136,P0198,3,605.78,5
OI001512,O000211,P0288,3,719.1,0
OI001513,O000864,P0350,4,324.61,10
OI001514,O000406,P0101,1,804.7,20
OI001515,O000096,P0141,4,128.07,20
OI001516,O000351,P0308,3,595.26,5
OI001517,O000044,P0146,1,647.23,0
OI001518,O000946,P0146,2,843.23,20
OI001519,O000076,P0459,5,918.85,0
OI001520,O000691,P0331,1,78.76,0
OI001521,O000851,P0371,3,281.93,10
OI001522,O000820,P0041,5,776.87,20
OI001523,O000097,P0202,3,699.49,20
OI001524,O000503,P0435,1,844.64,0
OI001525,O000060,P0115,1,827.2,5
OI001526,O000216,P0166,4,234.08,0
OI001527,O000392,P0371,3,817.99,0
OI001528,O000108,P0133,1,119.7,10
OI001529,O000154,P0136,3,691.04,20
OI001530,O000553,P0358,2,925.61,20
OI001531,O000246,P0065,3,863.28,20
OI001532,O000916,P0343,1,526.55,5
OI001533,O000979,P0339,4,976.59,10
OI001534,O000989,P0116,1,271.17,10
OI001535,O000170,P0181,5,837.19,5
OI001536,O000422,P0356,1,84.39,20
OI001537,O000124,P0109,1,673.79,20
OI001538,O000789,P0097,4,113.49,5
OI001539,O000642,P0390,3,711.43,5
OI001540,O000890,P0055,2,226.6,10
OI001541,O000790,P0500,4,869.18,5
OI001542,O000820,P0097,1,285.06,5
OI001543,O000630,P0488,5,651.9,5
OI001544,O000945,P0449,1,747.58,5
OI001545,O000034,P0458,4,195.16,0
OI001546,O000976,P0339,5,458.11,10
OI001547,O000243,P0475,5,93.23,20
OI001548,O000435,P0078,4,507.17,10
OI001549,O000109,P0226,3,376.08,0
OI001550,O000784,P0375,4,201.99,5
OI001551,O000825,P0091,5,283.17,20
OI001552,O000888,P0056,1,649.88,0
OI001553,O000450,P0059,1,896.11,10
OI001554,O000489,P0034,5,110.02,5
OI001555,O000829,P0201,4,110.29,10
OI001556,O000239,P0106,2,787.87,10
OI001557,O000590,P0362,5,295.1,0
OI001558,O000194,P0095,5,908.7,20
OI001559,O000626,P0437,2,178.53,0
OI001560,O000342,P0096,3,900.87,5
OI001561,O000027,P0342,4,433.64,0
OI001562,O000364,P0499,3,882.44,5
OI001563,O000020,P0305,3,969.85,0
OI001564,O000972,P0448,2,477.84,0
OI001565,O000036,P0291,3,837.01,5
OI001566,O000301,P0397,1,108.99,10
OI001567,O000927,P0252,3,989.9,10
OI001568,O000997,P0130,3,464.16,10
OI001569,O000617,P0364,3,892.46,20
OI001570,O000231,P0139,5,730.93,0
OI001571,O000303,P0211,2,662.77,5
OI001572,O000732,P0255,1,251.92,20
OI001573,O000737,P0106,1,201.9,20
OI001574,O000222,P0495,3,878.37,20
OI001575,O000359,P0136,3,889.11,20
OI001576,O000855,P0484,3,316.23,0
OI001577,O000704,P0428,5,131.73,20
OI001578,O000711,P0148,1,969.78,20
OI001579,O000302,P0239,2,527.95,10
OI001580,O000334,P0156,4,295.38,10
OI001581,O000032,P0233,1,225.15,0
OI001582,O000109,P0251,3,15.04,10
OI001583,O000002,P0026,3,146.34,10
OI001584,O000735,P0341,5,163.49,0
OI001585,O000555,P0074,2,437.73,0
OI001586,O000596,P0113,1,478.45,10
OI001587,O000510,P0416,4,428.34,0
OI001588,O000536,P0472,3,601.07,5
OI001589,O000893,P0348,3,806.34,5
OI001590,O000409,P0129,2,422.15,5
OI001591,O000617,P0157,1,304.36,20
OI001592,O000376,P0193,4,105.08,20
OI001593,O000642,P0258,3,473.7,20
OI001594,O000956,P0216,4,466.67,0
OI001595,O000863,P0046,2,619.06,10
OI001596,O000497,P0298,5,379.38,10
OI001597,O000110,P0387,4,134.68,0
OI001598,O000948,P0414,5,465.62,0
OI001599,O000174,P0029,3,831.6,0
OI001600,O000683,P0305,1,823.72,20
OI001601,O000679,P0443,1,130.23,0
OI001602,O000420,P0265,2,566.43,20
OI001603,O000280,P0115,2,307.88,10
OI001604,O000014,P0413,4,627.43,5
OI001605,O000235,P0035,1,161.49,0
OI001606,O000199,P0127,2,112.57,0
OI001607,O000061,P0228,4,65.1,0
OI001608,O000615,P0208,4,982.87,5
OI001609,O000534,P0421,5,684.51,0
OI001610,O000886,P0075,1,192.96,5
OI001611,O000350,P0262,5,208.35,20
OI001612,O000594,P0149,1,959.5,20
OI001613,O000753,P0342,3,397.28,0
OI001614,O000951,P0214,4,156.68,10
OI001615,O000937,P0062,5,395.54,10
OI001616,O000070,P0331,5,450.03,10
OI001617,O000286,P0240,4,284.13,5
OI001618,O000733,P0257,5,218.67,20
OI001619,O000129,P0090,2,358.35,10
OI001620,O000942,P0367,2,285.56,10
OI001621,O000807,P0035,4,382.76,20
OI001622,O000370,P0295,5,777.64,10
OI001623,O000266,P0358,3,592.96,10
OI001624,O000827,P0035,1,39.23,5
OI001625,O000475,P0050,1,504.44,20
OI001626,O000663,P0390,2,981.52,5
OI001627,O000216,P0461,2,730.88,20
OI001628,O000861,P0473,1,71.31,10
OI001629,O000235,P0020,1,447.11,10
OI001630,O000061,P0473,2,327.95,20
OI001631,O000774,P0069,5,560.9,5
OI001632,O000518,P0252,4,682.06,5
OI001633,O000413,P0380,2,439.72,5
OI001634,O000177,P0299,1,632.82,0
OI001635,O000417,P0018,2,894.36,10
OI001636,O000836,P0291,5,865.85,10
OI001637,O000380,P0350,5,501.21,5
OI001638,O000971,P0257,3,362.92,5
OI001639,O000138,P0225,4,629.22,0
OI001640,O000161,P0066,5,305.24,0
OI001641,O000340,P0119,1,605.47,10
OI001642,O000047,P0115,3,923.05,10
OI001643,O000800,P0361,3,77.27,5
OI001644,O000590,P0039,5,579.6,10
OI001645,O000818,P0317,1,550.48,0
OI001646,O000965,P0480,3,656.7,0
OI001647,O000693,P0216,3,208.51,0
OI001648,O000286,P0105,5,818.59,10
OI001649,O000128,P0121,4,82.18,0
OI001650,O000709,P0037,4,602.17,0
OI001651,O000981,P0485,2,277.8,0
OI001652,O000214,P0019,4,512.53,10
OI001653,O000884,P0245,3,783.73,5
OI001654,O000044,P0477,1,36.09,5
OI001655,O000777,P0350,1,556.97,0
OI001656,O000793,P0393,4,698.49,20
OI001657,O000875,P0282,2,124.43,0
OI001658,O000754,P0181,2,349.69,0
OI001659,O000488,P0119,1,592.73,5
OI001660,O000846,P0383,5,572.37,0
OI001661,O000512,P0417,1,85.85,5
OI001662,O000899,P0093,3,53.28,10
OI001663,O000501,P0150,2,610.06,20
OI001664,O000251,P0337,1,85.61,5
OI001665,O000058,P0362,3,898.66,5
OI001666,O000909,P0366,3,942.01,10
OI001667,O000501,P0270,3,325.67,0
OI001668,O000111,P0178,4,708.45,20
OI001669,O000573,P0041,2,912.93,5
OI001670,O000625,P0380,5,218.66,10
OI001671,O000291,P0019,2,701.36,20
OI001672,O000234,P0011,4,837.96,10
OI001673,O000570,P0302,4,307.41,0
OI001674,O000123,P0143,5,390.1,0
OI001675,O000784,P0197,4,53.97,5
OI001676,O000777,P0095,4,537.17,10
OI001677,O000065,P0278,3,937.85,10
OI001678,O000538,P0415,5,224.38,0
OI001679,O000699,P0372,5,439.74,20
OI001680,O000117,P0414,1,557.76,10
OI001681,O000950,P0218,5,722.03,10
OI001682,O000333,P0492,4,472.66,5
OI001683,O000271,P0465,1,287.89,10
OI001684,O000176,P0128,5,302.87,20
OI001685,O000080,P0316,3,368.08,10
OI001686,O000026,P0064,3,572.76,10
OI001687,O000542,P0434,2,449.37,0
OI001688,O000901,P0005,4,46.63,10
OI001689,O000984,P0327,5,225.66,0
OI001690,O000163,P0142,5,555.93,0
OI001691,O000903,P0093,3,768.32,10
OI001692,O000532,P0445,4,135.95,5
OI001693,O000301,P0447,5,659.42,5
OI001694,O000235,P0336,1,192.41,20
OI001695,O000650,P0022,5,720.18,0
OI001696,O000531,P0500,3,25.96,10
OI001697,O000092,P0308,2,356.23,0
OI001698,O000601,P0228,1,515.93,5
OI001699,O000418,P0167,5,377.65,20
OI001700,O000147,P0329,4,877.09,5
OI001701,O000051,P0168,5,790.28,10
OI001702,O000836,P0460,3,475.98,10
OI001703,O000064,P0083,3,54.16,5
OI001704,O000053,P0055,5,219.36,10
OI001705,O000374,P0367,5,785.63,10
OI001706,O000441,P0194,5,42.27,5
OI001707,O000781,P0391,1,955.63,5
OI001708,O000822,P0295,5,736.61,0
OI001709,O000106,P0311,4,662.61,20
OI001710,O000650,P0138,2,837.65,10
OI001711,O000500,P0169,2,801.02,10
OI001712,O000473,P0234,3,750.71,0
OI001713,O000494,P0228,4,368.26,10
OI001714,O000061,P0040,3,656.8,5
OI001715,O000920,P0403,4,237.47,5
OI001716,O000502,P0398,4,677.36,5
OI001717,O000534,P0408,3,348.16,0
OI001718,O000167,P0210,4,509.98,5
OI001719,O000093,P0324,2,900.87,20
OI001720,O000032,P0086,1,424.44,20
OI001721,O000207,P0065,1,835.52,0
OI001722,O000342,P0038,2,519.75,20
OI001723,O000865,P0182,2,408.29,5
OI001724,O000601,P0061,3,898.45,10
OI001725,O000221,P0370,1,83.02,10
OI001726,O000920,P0467,4,634.52,20
OI001727,O000593,P0388,4,703.11,5
OI001728,O000867,P0043,2,896.64,10
OI001729,O000929,P0195,3,444.2,10
OI001730,O000199,P0119,3,498.36,0
OI001731,O000146,P0433,4,292.4,20
OI001732,O000653,P0388,2,953.98,0
OI001733,O000432,P0221,5,285.47,10
OI001734,O000204,P0178,3,173.94,10
OI001735,O000561,P0250,4,231.4,5
OI001736,O000591,P0481,3,988.92,0
OI001737,O000475,P0342,3,149.59,5
OI001738,O000793,P0387,2,37.08,0
OI001739,O000400,P0004,4,834.18,0
OI001740,O000757,P0105,3,942.39,20
OI001741,O000912,P0267,2,832.73,10
OI001742,O000225,P0367,1,449.96,20
OI001743,O000503,P0135,1,865.86,10
OI001744,O000239,P0496,3,805.6,5
OI001745,O000153,P0168,2,511.99,10
OI001746,O000929,P0323,5,675.36,0
OI001747,O000645,P0457,1,439.04,10
OI001748,O000390,P0431,5,664.52,0
OI001749,O000017,P0126,2,590.48,5
OI001750,O000401,P0136,4,159.92,5
OI001751,O000021,P0145,2,206.59,0
OI001752,O000439,P0002,4,76.59,5
OI001753,O000365,P0020,4,691.1,20
OI001754,O000481,P0327,3,489.39,5
OI001755,O000615,P0431,2,876.29,20
OI001756,O000830,P0408,4,601.86,20
OI001757,O000606,P0050,2,121.24,10
OI001758,O000860,P0497,4,332.14,20
OI001759,O000238,P0091,4,956.75,0
OI001760,O000712,P0357,4,707.77,20
OI001761,O000193,P0308,4,690.35,0
OI001762,O000596,P0138,5,222.96,20
OI001763,O000125,P0288,3,268.99,10
OI001764,O000843,P0201,4,430.95,10
OI001765,O000112,P0138,4,730.9,10
OI001766,O000094,P0158,4,415.71,5
OI001767,O000423,P0400,1,948.4,10
OI001768,O000265,P0310,5,29.72,0
OI001769,O000777,P0047,3,913.11,0
OI001770,O000101,P0266,2,368.48,5
OI001771,O000322,P0430,5,401.57,5
OI001772,O000595,P0411,2,911.55,10
OI001773,O000847,P0111,5,736.0,0
OI001774,O000074,P0433,1,757.57,0
OI001775,O000349,P0204,4,51.86,10
OI001776,O000618,P0013,2,635.24,5
OI001777,O000070,P0140,1,814.87,20
OI001778,O000821,P0068,3,863.36,0
OI001779,O000152,P0259,4,29.95,5
OI001780,O000196,P0377,5,794.69,5
OI001781,O000640,P0402,3,430.9,0
OI001782,O000619,P0141,4,210.64,10
OI001783,O000966,P0193,3,435.24,5
OI001784,O000833,P0288,3,488.52,5
OI001785,O000784,P0009,4,730.28,10
OI001786,O000222,P0232,2,582.1,0
OI001787,O000814,P0395,2,452.61,20
OI001788,O000224,P0330,3,339.11,0
OI001789,O000196,P0288,2,215.61,20
OI001790,O000512,P0043,2,409.16,20
OI001791,O000477,P0031,4,259.5,10
OI001792,O000692,P0428,2,46.14,20
OI001793,O000012,P0138,2,757.49,20
OI001794,O000629,P0161,2,328.62,20
OI001795,O000167,P0472,1,431.45,0
OI001796,O000770,P0066,1,170.47,0
OI001797,O000341,P0102,4,871.05,0
OI001798,O000080,P0454,4,500.23,20
OI001799,O000287,P0384,5,423.97,0
OI001800,O000608,P0061,4,995.79,10
OI001801,O000661,P0315,3,568.17,5
OI001802,O000290,P0149,5,688.17,10
OI001803,O000515,P0242,4,218.51,10
OI001804,O000278,P0085,5,717.93,20
OI001805,O000021,P0163,4,187.43,20
OI001806,O000138,P0003,3,704.45,5
OI001807,O000193,P0276,4,337.72,0
OI001808,O000960,P0305,2,76.1,5
OI001809,O000707,P0322,1,928.6,10
OI001810,O000583,P0421,4,588.62,10
OI001811,O000753,P0320,4,934.96,5
OI001812,O000159,P0304,2,111.95,5
OI001813,O000574,P0092,3,568.02,5
OI001814,O000785,P0170,5,774.26,10
OI001815,O000970,P0108,2,12.64,5
OI001816,O000444,P0047,5,155.03,5
OI001817,O000974,P0448,1,330.1,0
OI001818,O000281,P0262,4,431.15,20
OI001819,O000670,P0155,5,762.41,5
OI001820,O000806,P0194,4,709.18,10
OI001821,O000639,P0430,5,323.8,0
OI001822,O000439,P0490,2,946.04,10
OI001823,O000293,P0431,4,564.88,20
OI001824,O000514,P0351,1,562.33,20
OI001825,O000714,P0092,1,867.48,20
OI001826,O000709,P0373,4,221.64,5
OI001827,O000784,P0192,2,933.86,0
OI001828,O000402,P0227,3,530.74,0
OI001829,O000636,P0169,1,911.93,10
OI001830,O000182,P0472,1,610.71,0
OI001831,O000564,P0329,4,404.31,10
OI001832,O000562,P0321,1,971.43,0
OI001833,O000965,P0312,4,495.4,20
OI001834,O000213,P0020,3,38.55,5
OI001835,O000363,P0446,2,92.0,0
OI001836,O000115,P0228,1,321.09,10
OI001837,O000398,P0336,5,740.08,10
OI001838,O000649,P0460,2,906.67,10
OI001839,O000030,P0482,4,422.21,0
OI001840,O000134,P0099,5,156.04,10
OI001841,O000172,P0089,4,54.06,5
OI001842,O000061,P0210,2,638.95,0
OI001843,O000638,P0141,5,357.18,10
OI001844,O000955,P0291,1,570.53,20
OI001845,O000181,P0060,1,190.68,0
OI001846,O000381,P0163,5,630.36,0
OI001847,O000347,P0404,1,225.35,10
OI001848,O000943,P0042,2,314.7,5
OI001849,O000272,P0159,1,385.52,10
OI001850,O000365,P0143,2,569.39,20
OI001851,O000463,P0428,2,280.07,5
OI001852,O000363,P0152,3,700.58,10
OI001853,O000190,P0251,3,582.91,10
OI001854,O000921,P0425,2,46.36,20
OI001855,O000319,P0276,5,218.56,20
OI001856,O000711,P0331,3,215.37,10
OI001857,O000186,P0263,2,265.63,20
OI001858,O000535,P0017,1,521.86,5
OI001859,O000974,P0072,4,590.95,10
OI001860,O000774,P0338,5,902.26,10
OI001861,O000215,P0323,3,870.64,0
OI001862,O000326,P0216,4,341.37,0
OI001863,O000384,P0468,3,313.21,20
OI001864,O000382,P0386,1,444.62,20
OI001865,O000891,P0375,4,478.84,5
OI001866,O000518,P0371,3,604.93,20
OI001867,O000822,P0154,1,971.06,5
OI001868,O000601,P0056,4,431.64,10
OI001869,O000821,P0304,1,172.39,5
OI001870,O000616,P0454,5,965.58,5
OI001871,O000286,P0067,3,790.68,0
OI001872,O000186,P0159,2,803.47,20
OI001873,O000811,P0085,4,10.83,5
OI001874,O000411,P0453,2,308.27,0
OI001875,O000379,P0121,2,442.18,5
OI001876,O000316,P0351,5,847.21,10
OI001877,O000011,P0245,2,351.26,20
OI001878,O000808,P0358,2,913.7,20
OI001879,O000950,P0362,2,765.43,0
OI001880,O000794,P0066,3,765.41,5
OI001881,O000819,P0396,3,899.04,20
OI001882,O000807,P0274,1,353.4,0
OI001883,O000455,P0454,5,186.38,5
OI001884,O000756,P0186,3,506.44,0
OI001885,O000816,P0469,1,649.12,5
OI001886,O000629,P0097,1,219.12,20
OI001887,O000191,P0174,4,657.5,20
OI001888,O000309,P0146,3,392.95,20
OI001889,O000072,P0134,4,187.72,20
OI001890,O000218,P0239,1,352.82,0
OI001891,O000829,P0412,1,169.27,5
OI001892,O000601,P0197,4,21.47,20
OI001893,O000866,P0395,1,309.92,10
OI001894,O000238,P0310,4,507.04,20
OI001895,O000687,P0433,5,972.05,0
OI001896,O000367,P0218,5,762.01,0
OI001897,O000308,P0004,3,948.72,10
OI001898,O000405,P0264,5,730.35,20
OI001899,O000891,P0025,4,288.9,0
OI001900,O000857,P0236,3,59.57,10
OI001901,O000517,P0218,3,678.25,0
OI001902,O000548,P0092,3,363.32,0
OI001903,O000915,P0167,3,639.62,0
OI001904,O000732,P0375,1,535.96,20
OI001905,O000510,P0090,1,539.64,5
OI001906,O000297,P0325,4,436.79,10
OI001907,O000708,P0498,4,692.1,5
OI001908,O000939,P0021,1,333.32,0
OI001909,O000301,P0312,1,388.09,0
OI001910,O000692,P0475,3,428.3,0
OI001911,O000377,P0487,3,724.38,0
OI001912,O000888,P0495,1,795.71,10
OI001913,O000621,P0316,5,543.77,5
OI001914,O000101,P0192,5,478.19,20
OI001915,O000563,P0383,2,284.09,0
OI001916,O000817,P0466,2,681.43,10
OI001917,O000011,P0209,2,28.53,20
OI001918,O000266,P0141,3,467.82,10
OI001919,O000199,P0114,2,27.89,10
OI001920,O000453,P0033,5,294.95,20
OI001921,O000862,P0326,5,335.46,20
OI001922,O000975,P0477,5,22.44,10
OI001923,O000655,P0178,4,160.26,20
OI001924,O000432,P0273,2,676.26,10
OI001925,O000826,P0017,5,968.05,20
OI001926,O000708,P0043,2,750.53,10
OI001927,O000623,P0150,3,456.98,20
OI001928,O000061,P0080,5,589.09,10
OI001929,O000884,P0213,1,753.87,10
OI001930,O000994,P0121,4,921.96,5
OI001931,O000776,P0311,1,106.01,5
OI001932,O000433,P0057,5,296.46,5
OI001933,O000822,P0282,4,358.5,5
OI001934,O000857,P0462,5,286.09,10
OI001935,O000217,P0341,3,507.28,20
OI001936,O000462,P0440,4,499.88,20
OI001937,O000587,P0423,4,165.4,5
OI001938,O000820,P0148,1,537.34,10
OI001939,O000951,P0336,2,686.52,0
OI001940,O000786,P0298,4,974.5,20
OI001941,O000387,P0326,1,622.69,5
OI001942,O000941,P0042,5,574.88,20
OI001943,O000047,P0167,5,257.44,20
OI001944,O000187,P0488,3,32.49,20
OI001945,O000984,P0443,2,851.81,5
OI001946,O000938,P0189,2,183.46,5
OI001947,O000661,P0068,3,74.16,0
OI001948,O000424,P0296,4,464.6,20
OI001949,O000496,P0408,2,973.08,0
OI001950,O000679,P0447,2,252.41,0
OI001951,O000015,P0384,1,685.2,20
OI001952,O000963,P0442,4,79.66,20
OI001953,O000533,P0453,5,129.77,0
OI001954,O000899,P0247,1,300.03,20
OI001955,O000082,P0187,4,719.46,20
OI001956,O000878,P0404,1,112.59,10
OI001957,O000229,P0370,2,372.8,10
OI001958,O000291,P0468,2,797.6,5
OI001959,O000542,P0050,3,645.62,0
OI001960,O000939,P0461,4,754.98,10
OI001961,O000702,P0152,4,337.35,20
OI001962,O000529,P0291,3,598.48,5
OI001963,O000304,P0268,3,35.68,10
OI001964,O000743,P0366,3,313.6,5
OI001965,O000625,P0244,4,676.55,5
OI001966,O000264,P0076,5,299.41,20
OI001967,O000527,P0327,2,37.72,5
OI001968,O000621,P0076,5,21.95,10
OI001969,O000793,P0382,5,411.79,5
OI001970,O000705,P0330,2,591.26,10
OI001971,O000767,P0194,4,651.89,20
OI001972,O000360,P0248,4,24.09,0
OI001973,O000702,P0116,3,214.36,5
OI001974,O000570,P0312,1,653.5,10
OI001975,O000340,P0236,5,913.58,0
OI001976,O000468,P0380,2,369.92,0
OI001977,O000817,P0321,1,952.51,0
OI001978,O000556,P0284,5,848.14,0
OI001979,O000115,P0229,5,527.72,5
OI001980,O000525,P0409,2,692.8,5
OI001981,O000468,P0354,4,185.66,10
OI001982,O000569,P0047,2,736.0,0
OI001983,O000272,P0268,3,70.26,5
OI001984,O000500,P0300,5,482.51,0
OI001985,O000105,P0164,1,204.46,0
OI001986,O000906,P0043,4,205.42,5
OI001987,O000998,P0154,5,19.51,20
OI001988,O000229,P0369,4,779.62,5
OI001989,O000935,P0001,3,757.01,10
OI001990,O000317,P0324,2,335.35,20
OI001991,O000582,P0488,3,271.56,5
OI001992,O000699,P0141,5,508.03,20
OI001993,O000229,P0388,2,492.7,10
OI001994,O000867,P0241,4,171.5,0
